externalCustomerId,firstName,lastName,email,phone,city,state,preferredChannel,loyaltyTier,consentWhatsApp,consentSms,consentEmail,consentRcs
MYN-CUST-00188,Rahul,Mehta,rahul.mehta.188@myntra.demo,9300000188,Ahmedabad,Gujarat,EMAIL,SILVER,True,True,True,True
MYN-CUST-00189,Aman,Reddy,aman.reddy.189@myntra.demo,9300000189,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00190,Karan,Reddy,karan.reddy.190@myntra.demo,9300000190,Kolkata,West Bengal,SMS,SILVER,True,True,True,False
MYN-CUST-00191,Ananya,Gupta,ananya.gupta.191@myntra.demo,9300000191,Bangalore,Karnataka,WHATSAPP,GOLD,True,True,False,True
MYN-CUST-00192,Kabir,Patel,kabir.patel.192@myntra.demo,9300000192,Bangalore,Karnataka,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00193,Ishaan,Iyer,ishaan.iyer.193@myntra.demo,9300000193,Ahmedabad,Gujarat,EMAIL,GOLD,True,False,True,False
MYN-CUST-00194,Aditi,Das,aditi.das.194@myntra.demo,9300000194,Mumbai,Maharashtra,RCS,PLATINUM,False,True,False,False
MYN-CUST-00195,Aditi,Saxena,aditi.saxena.195@myntra.demo,9300000195,Delhi,Delhi,EMAIL,BRONZE,True,True,True,True
MYN-CUST-00196,Arjun,Nair,arjun.nair.196@myntra.demo,9300000196,Bangalore,Karnataka,EMAIL,SILVER,True,True,True,False
MYN-CUST-00197,Pooja,Iyer,pooja.iyer.197@myntra.demo,9300000197,Delhi,Delhi,WHATSAPP,SILVER,False,True,False,True
MYN-CUST-00198,Dev,Sharma,dev.sharma.198@myntra.demo,9300000198,Bangalore,Karnataka,SMS,SILVER,True,True,True,False
MYN-CUST-00199,Karan,Nair,karan.nair.199@myntra.demo,9300000199,Bangalore,Karnataka,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00200,Neha,Verma,neha.verma.200@myntra.demo,9300000200,Bangalore,Karnataka,WHATSAPP,GOLD,True,False,True,True
MYN-CUST-00201,Varun,Iyer,varun.iyer.201@myntra.demo,9300000201,Bangalore,Karnataka,SMS,SILVER,True,False,False,True
MYN-CUST-00202,Samar,Reddy,samar.reddy.202@myntra.demo,9300000202,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00203,Rahul,Verma,rahul.verma.203@myntra.demo,9300000203,Hyderabad,Telangana,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00204,Kiara,Verma,kiara.verma.204@myntra.demo,9300000204,Pune,Maharashtra,WHATSAPP,GOLD,True,True,False,False
MYN-CUST-00205,Karan,Singh,karan.singh.205@myntra.demo,9300000205,Delhi,Delhi,WHATSAPP,SILVER,True,False,True,True
MYN-CUST-00206,Karan,Nair,karan.nair.206@myntra.demo,9300000206,Pune,Maharashtra,SMS,BRONZE,True,True,True,False
MYN-CUST-00207,Meera,Bose,meera.bose.207@myntra.demo,9300000207,Hyderabad,Telangana,WHATSAPP,GOLD,True,True,False,True
MYN-CUST-00208,Aditi,Singh,aditi.singh.208@myntra.demo,9300000208,Pune,Maharashtra,WHATSAPP,BRONZE,False,True,False,True
MYN-CUST-00209,Simran,Mehta,simran.mehta.209@myntra.demo,9300000209,Kolkata,West Bengal,RCS,SILVER,True,True,True,False
MYN-CUST-00210,Rohan,Iyer,rohan.iyer.210@myntra.demo,9300000210,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00211,Pooja,Sharma,pooja.sharma.211@myntra.demo,9300000211,Hyderabad,Telangana,WHATSAPP,SILVER,True,False,True,False
MYN-CUST-00212,Karan,Singh,karan.singh.212@myntra.demo,9300000212,Chennai,Tamil Nadu,EMAIL,GOLD,True,True,True,False
MYN-CUST-00213,Ananya,Nair,ananya.nair.213@myntra.demo,9300000213,Ahmedabad,Gujarat,SMS,SILVER,True,True,True,False
MYN-CUST-00214,Priya,Verma,priya.verma.214@myntra.demo,9300000214,Chennai,Tamil Nadu,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00215,Aman,Sharma,aman.sharma.215@myntra.demo,9300000215,Bangalore,Karnataka,SMS,BRONZE,True,True,True,True
MYN-CUST-00216,Aditi,Bose,aditi.bose.216@myntra.demo,9300000216,Chennai,Tamil Nadu,RCS,SILVER,True,True,True,True
MYN-CUST-00217,Sneha,Kumar,sneha.kumar.217@myntra.demo,9300000217,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00218,Riya,Jain,riya.jain.218@myntra.demo,9300000218,Bangalore,Karnataka,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00219,Aman,Mehta,aman.mehta.219@myntra.demo,9300000219,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00220,Dev,Singh,dev.singh.220@myntra.demo,9300000220,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00221,Riya,Nair,riya.nair.221@myntra.demo,9300000221,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00222,Aryan,Gupta,aryan.gupta.222@myntra.demo,9300000222,Mumbai,Maharashtra,EMAIL,GOLD,True,True,True,True
MYN-CUST-00223,Simran,Mehta,simran.mehta.223@myntra.demo,9300000223,Mumbai,Maharashtra,EMAIL,GOLD,True,True,False,False
MYN-CUST-00224,Riya,Nair,riya.nair.224@myntra.demo,9300000224,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00225,Tanya,Malhotra,tanya.malhotra.225@myntra.demo,9300000225,Chennai,Tamil Nadu,WHATSAPP,PLATINUM,True,True,False,False
MYN-CUST-00226,Tanya,Sharma,tanya.sharma.226@myntra.demo,9300000226,Hyderabad,Telangana,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00227,Aryan,Verma,aryan.verma.227@myntra.demo,9300000227,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00228,Yash,Gupta,yash.gupta.228@myntra.demo,9300000228,Pune,Maharashtra,WHATSAPP,SILVER,True,False,True,False
MYN-CUST-00229,Riya,Patel,riya.patel.229@myntra.demo,9300000229,Ahmedabad,Gujarat,EMAIL,GOLD,True,True,True,True
MYN-CUST-00230,Neha,Bose,neha.bose.230@myntra.demo,9300000230,Bangalore,Karnataka,RCS,BRONZE,True,False,True,True
MYN-CUST-00231,Arjun,Reddy,arjun.reddy.231@myntra.demo,9300000231,Kolkata,West Bengal,SMS,PLATINUM,True,True,True,False
MYN-CUST-00232,Yash,Jain,yash.jain.232@myntra.demo,9300000232,Kolkata,West Bengal,EMAIL,PLATINUM,True,True,False,False
MYN-CUST-00233,Priya,Jain,priya.jain.233@myntra.demo,9300000233,Chennai,Tamil Nadu,SMS,BRONZE,True,False,True,True
MYN-CUST-00234,Nisha,Jain,nisha.jain.234@myntra.demo,9300000234,Ahmedabad,Gujarat,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00235,Neha,Patel,neha.patel.235@myntra.demo,9300000235,Hyderabad,Telangana,SMS,GOLD,False,True,True,True
MYN-CUST-00236,Yash,Iyer,yash.iyer.236@myntra.demo,9300000236,Hyderabad,Telangana,WHATSAPP,BRONZE,False,False,True,False
MYN-CUST-00237,Sneha,Singh,sneha.singh.237@myntra.demo,9300000237,Delhi,Delhi,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00238,Pooja,Bose,pooja.bose.238@myntra.demo,9300000238,Hyderabad,Telangana,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00239,Tanya,Patel,tanya.patel.239@myntra.demo,9300000239,Mumbai,Maharashtra,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00240,Samar,Bose,samar.bose.240@myntra.demo,9300000240,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,False,True
MYN-CUST-00241,Simran,Sharma,simran.sharma.241@myntra.demo,9300000241,Chennai,Tamil Nadu,SMS,SILVER,True,True,True,False
MYN-CUST-00242,Ananya,Iyer,ananya.iyer.242@myntra.demo,9300000242,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00243,Aditi,Malhotra,aditi.malhotra.243@myntra.demo,9300000243,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,False,True
MYN-CUST-00244,Neha,Reddy,neha.reddy.244@myntra.demo,9300000244,Pune,Maharashtra,RCS,SILVER,True,True,False,False
MYN-CUST-00245,Meera,Singh,meera.singh.245@myntra.demo,9300000245,Kolkata,West Bengal,SMS,BRONZE,True,True,False,False
MYN-CUST-00246,Aman,Mehta,aman.mehta.246@myntra.demo,9300000246,Pune,Maharashtra,SMS,GOLD,True,True,False,True
MYN-CUST-00247,Sneha,Iyer,sneha.iyer.247@myntra.demo,9300000247,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00248,Sneha,Sharma,sneha.sharma.248@myntra.demo,9300000248,Mumbai,Maharashtra,EMAIL,GOLD,True,True,False,False
MYN-CUST-00249,Neha,Patel,neha.patel.249@myntra.demo,9300000249,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00250,Kabir,Kapoor,kabir.kapoor.250@myntra.demo,9300000250,Mumbai,Maharashtra,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00251,Riya,Mehta,riya.mehta.251@myntra.demo,9300000251,Chennai,Tamil Nadu,EMAIL,GOLD,True,True,False,False
MYN-CUST-00252,Arjun,Iyer,arjun.iyer.252@myntra.demo,9300000252,Delhi,Delhi,SMS,GOLD,True,True,False,False
MYN-CUST-00253,Aditi,Bose,aditi.bose.253@myntra.demo,9300000253,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00254,Simran,Kapoor,simran.kapoor.254@myntra.demo,9300000254,Pune,Maharashtra,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00255,Nisha,Gupta,nisha.gupta.255@myntra.demo,9300000255,Bangalore,Karnataka,EMAIL,GOLD,True,True,True,False
MYN-CUST-00256,Neha,Sharma,neha.sharma.256@myntra.demo,9300000256,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00257,Arjun,Nair,arjun.nair.257@myntra.demo,9300000257,Pune,Maharashtra,EMAIL,GOLD,False,True,True,False
MYN-CUST-00258,Rohan,Kumar,rohan.kumar.258@myntra.demo,9300000258,Kolkata,West Bengal,SMS,GOLD,True,True,True,False
MYN-CUST-00259,Aditi,Gupta,aditi.gupta.259@myntra.demo,9300000259,Mumbai,Maharashtra,EMAIL,SILVER,True,True,True,False
MYN-CUST-00260,Varun,Kumar,varun.kumar.260@myntra.demo,9300000260,Delhi,Delhi,RCS,BRONZE,True,True,True,False
MYN-CUST-00261,Aryan,Kumar,aryan.kumar.261@myntra.demo,9300000261,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00262,Neha,Nair,neha.nair.262@myntra.demo,9300000262,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,False,False,True
MYN-CUST-00263,Ananya,Bose,ananya.bose.263@myntra.demo,9300000263,Pune,Maharashtra,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00264,Arjun,Bose,arjun.bose.264@myntra.demo,9300000264,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,True,False,True
MYN-CUST-00265,Arjun,Kapoor,arjun.kapoor.265@myntra.demo,9300000265,Hyderabad,Telangana,SMS,SILVER,True,True,True,True
MYN-CUST-00266,Kabir,Patel,kabir.patel.266@myntra.demo,9300000266,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,False,True,True
MYN-CUST-00267,Ananya,Malhotra,ananya.malhotra.267@myntra.demo,9300000267,Pune,Maharashtra,SMS,SILVER,True,False,False,False
MYN-CUST-00268,Rahul,Reddy,rahul.reddy.268@myntra.demo,9300000268,Kolkata,West Bengal,WHATSAPP,BRONZE,True,False,True,False
MYN-CUST-00269,Ananya,Iyer,ananya.iyer.269@myntra.demo,9300000269,Delhi,Delhi,SMS,SILVER,True,True,False,False
MYN-CUST-00270,Simran,Kumar,simran.kumar.270@myntra.demo,9300000270,Delhi,Delhi,SMS,BRONZE,True,False,True,False
MYN-CUST-00271,Pooja,Malhotra,pooja.malhotra.271@myntra.demo,9300000271,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00272,Arjun,Iyer,arjun.iyer.272@myntra.demo,9300000272,Kolkata,West Bengal,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00273,Kiara,Gupta,kiara.gupta.273@myntra.demo,9300000273,Kolkata,West Bengal,WHATSAPP,SILVER,True,False,True,True
MYN-CUST-00274,Meera,Sharma,meera.sharma.274@myntra.demo,9300000274,Ahmedabad,Gujarat,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00275,Karan,Patel,karan.patel.275@myntra.demo,9300000275,Kolkata,West Bengal,WHATSAPP,BRONZE,False,True,True,True
MYN-CUST-00276,Aryan,Saxena,aryan.saxena.276@myntra.demo,9300000276,Bangalore,Karnataka,EMAIL,SILVER,True,True,True,False
MYN-CUST-00277,Pooja,Reddy,pooja.reddy.277@myntra.demo,9300000277,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,False,True,False
MYN-CUST-00278,Kiara,Reddy,kiara.reddy.278@myntra.demo,9300000278,Bangalore,Karnataka,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00279,Aditi,Das,aditi.das.279@myntra.demo,9300000279,Bangalore,Karnataka,EMAIL,SILVER,True,True,True,True
MYN-CUST-00280,Rahul,Malhotra,rahul.malhotra.280@myntra.demo,9300000280,Chennai,Tamil Nadu,EMAIL,BRONZE,False,True,True,False
MYN-CUST-00281,Pooja,Singh,pooja.singh.281@myntra.demo,9300000281,Pune,Maharashtra,WHATSAPP,SILVER,True,True,False,True
MYN-CUST-00282,Aman,Patel,aman.patel.282@myntra.demo,9300000282,Hyderabad,Telangana,SMS,SILVER,True,True,True,False
MYN-CUST-00283,Priya,Kumar,priya.kumar.283@myntra.demo,9300000283,Chennai,Tamil Nadu,WHATSAPP,GOLD,True,True,False,False
MYN-CUST-00284,Riya,Malhotra,riya.malhotra.284@myntra.demo,9300000284,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00285,Riya,Nair,riya.nair.285@myntra.demo,9300000285,Pune,Maharashtra,WHATSAPP,PLATINUM,False,True,False,False
MYN-CUST-00286,Aryan,Singh,aryan.singh.286@myntra.demo,9300000286,Hyderabad,Telangana,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00287,Aditi,Sharma,aditi.sharma.287@myntra.demo,9300000287,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00288,Aryan,Reddy,aryan.reddy.288@myntra.demo,9300000288,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00289,Tanya,Bose,tanya.bose.289@myntra.demo,9300000289,Mumbai,Maharashtra,WHATSAPP,GOLD,True,False,True,False
MYN-CUST-00290,Yash,Reddy,yash.reddy.290@myntra.demo,9300000290,Chennai,Tamil Nadu,WHATSAPP,PLATINUM,False,True,True,False
MYN-CUST-00291,Neha,Das,neha.das.291@myntra.demo,9300000291,Delhi,Delhi,WHATSAPP,GOLD,False,False,False,False
MYN-CUST-00292,Aryan,Nair,aryan.nair.292@myntra.demo,9300000292,Delhi,Delhi,EMAIL,SILVER,True,True,False,False
MYN-CUST-00293,Sneha,Patel,sneha.patel.293@myntra.demo,9300000293,Ahmedabad,Gujarat,WHATSAPP,BRONZE,False,True,True,True
MYN-CUST-00294,Rohan,Patel,rohan.patel.294@myntra.demo,9300000294,Hyderabad,Telangana,EMAIL,SILVER,True,True,True,False
MYN-CUST-00295,Nisha,Bose,nisha.bose.295@myntra.demo,9300000295,Delhi,Delhi,WHATSAPP,SILVER,True,False,True,False
MYN-CUST-00296,Nisha,Kumar,nisha.kumar.296@myntra.demo,9300000296,Pune,Maharashtra,EMAIL,SILVER,True,True,True,False
MYN-CUST-00297,Aditi,Nair,aditi.nair.297@myntra.demo,9300000297,Kolkata,West Bengal,EMAIL,PLATINUM,True,True,True,False
MYN-CUST-00298,Priya,Sharma,priya.sharma.298@myntra.demo,9300000298,Kolkata,West Bengal,EMAIL,BRONZE,True,False,True,False
MYN-CUST-00299,Karan,Bose,karan.bose.299@myntra.demo,9300000299,Bangalore,Karnataka,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00300,Meera,Kapoor,meera.kapoor.300@myntra.demo,9300000300,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00301,Aryan,Jain,aryan.jain.301@myntra.demo,9300000301,Ahmedabad,Gujarat,SMS,SILVER,True,True,True,False
MYN-CUST-00302,Ishaan,Jain,ishaan.jain.302@myntra.demo,9300000302,Delhi,Delhi,SMS,BRONZE,True,False,True,False
MYN-CUST-00303,Karan,Saxena,karan.saxena.303@myntra.demo,9300000303,Pune,Maharashtra,SMS,BRONZE,True,True,False,False
MYN-CUST-00304,Samar,Singh,samar.singh.304@myntra.demo,9300000304,Delhi,Delhi,SMS,BRONZE,False,True,True,False
MYN-CUST-00305,Ishaan,Iyer,ishaan.iyer.305@myntra.demo,9300000305,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,True,False,False
MYN-CUST-00306,Ananya,Kapoor,ananya.kapoor.306@myntra.demo,9300000306,Kolkata,West Bengal,SMS,GOLD,True,True,True,True
MYN-CUST-00307,Tanya,Bose,tanya.bose.307@myntra.demo,9300000307,Pune,Maharashtra,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00308,Ananya,Kumar,ananya.kumar.308@myntra.demo,9300000308,Kolkata,West Bengal,RCS,GOLD,True,True,False,True
MYN-CUST-00309,Simran,Saxena,simran.saxena.309@myntra.demo,9300000309,Pune,Maharashtra,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00310,Ananya,Mehta,ananya.mehta.310@myntra.demo,9300000310,Kolkata,West Bengal,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00311,Ananya,Patel,ananya.patel.311@myntra.demo,9300000311,Bangalore,Karnataka,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00312,Arjun,Kapoor,arjun.kapoor.312@myntra.demo,9300000312,Delhi,Delhi,WHATSAPP,BRONZE,True,False,True,True
MYN-CUST-00313,Neha,Kapoor,neha.kapoor.313@myntra.demo,9300000313,Delhi,Delhi,RCS,SILVER,True,True,True,False
MYN-CUST-00314,Neha,Patel,neha.patel.314@myntra.demo,9300000314,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00315,Priya,Kumar,priya.kumar.315@myntra.demo,9300000315,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00316,Dev,Bose,dev.bose.316@myntra.demo,9300000316,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,True,False,False
MYN-CUST-00317,Meera,Iyer,meera.iyer.317@myntra.demo,9300000317,Mumbai,Maharashtra,SMS,GOLD,True,True,False,False
MYN-CUST-00318,Yash,Mehta,yash.mehta.318@myntra.demo,9300000318,Mumbai,Maharashtra,WHATSAPP,GOLD,True,False,True,False
MYN-CUST-00319,Aditi,Verma,aditi.verma.319@myntra.demo,9300000319,Bangalore,Karnataka,SMS,BRONZE,True,True,True,False
MYN-CUST-00320,Simran,Sharma,simran.sharma.320@myntra.demo,9300000320,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,False,False,False
MYN-CUST-00321,Rohan,Singh,rohan.singh.321@myntra.demo,9300000321,Bangalore,Karnataka,WHATSAPP,SILVER,True,False,True,False
MYN-CUST-00322,Ishaan,Kumar,ishaan.kumar.322@myntra.demo,9300000322,Chennai,Tamil Nadu,EMAIL,GOLD,True,False,True,True
MYN-CUST-00323,Neha,Mehta,neha.mehta.323@myntra.demo,9300000323,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00324,Samar,Sharma,samar.sharma.324@myntra.demo,9300000324,Ahmedabad,Gujarat,SMS,BRONZE,False,True,True,False
MYN-CUST-00325,Rahul,Das,rahul.das.325@myntra.demo,9300000325,Ahmedabad,Gujarat,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00326,Rohan,Mehta,rohan.mehta.326@myntra.demo,9300000326,Delhi,Delhi,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00327,Neha,Jain,neha.jain.327@myntra.demo,9300000327,Ahmedabad,Gujarat,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00328,Neha,Nair,neha.nair.328@myntra.demo,9300000328,Delhi,Delhi,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00329,Aryan,Malhotra,aryan.malhotra.329@myntra.demo,9300000329,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00330,Varun,Nair,varun.nair.330@myntra.demo,9300000330,Bangalore,Karnataka,WHATSAPP,GOLD,True,False,True,True
MYN-CUST-00331,Riya,Bose,riya.bose.331@myntra.demo,9300000331,Chennai,Tamil Nadu,WHATSAPP,BRONZE,True,True,True,True
MYN-CUST-00332,Tanya,Reddy,tanya.reddy.332@myntra.demo,9300000332,Hyderabad,Telangana,WHATSAPP,GOLD,True,True,True,True
MYN-CUST-00333,Pooja,Das,pooja.das.333@myntra.demo,9300000333,Delhi,Delhi,SMS,BRONZE,True,True,True,True
MYN-CUST-00334,Ananya,Malhotra,ananya.malhotra.334@myntra.demo,9300000334,Chennai,Tamil Nadu,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00335,Neha,Jain,neha.jain.335@myntra.demo,9300000335,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,False,False
MYN-CUST-00336,Dev,Das,dev.das.336@myntra.demo,9300000336,Bangalore,Karnataka,WHATSAPP,GOLD,True,True,True,False
MYN-CUST-00337,Ananya,Kapoor,ananya.kapoor.337@myntra.demo,9300000337,Mumbai,Maharashtra,SMS,BRONZE,True,True,True,False
MYN-CUST-00338,Rohan,Singh,rohan.singh.338@myntra.demo,9300000338,Pune,Maharashtra,EMAIL,SILVER,True,True,True,False
MYN-CUST-00339,Aryan,Bose,aryan.bose.339@myntra.demo,9300000339,Hyderabad,Telangana,SMS,BRONZE,True,True,True,False
MYN-CUST-00340,Simran,Saxena,simran.saxena.340@myntra.demo,9300000340,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00341,Ananya,Das,ananya.das.341@myntra.demo,9300000341,Ahmedabad,Gujarat,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00342,Kiara,Kapoor,kiara.kapoor.342@myntra.demo,9300000342,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00343,Rohan,Mehta,rohan.mehta.343@myntra.demo,9300000343,Kolkata,West Bengal,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00344,Pooja,Malhotra,pooja.malhotra.344@myntra.demo,9300000344,Kolkata,West Bengal,WHATSAPP,SILVER,True,False,False,False
MYN-CUST-00345,Sneha,Sharma,sneha.sharma.345@myntra.demo,9300000345,Chennai,Tamil Nadu,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00346,Karan,Verma,karan.verma.346@myntra.demo,9300000346,Kolkata,West Bengal,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00347,Kiara,Reddy,kiara.reddy.347@myntra.demo,9300000347,Pune,Maharashtra,EMAIL,BRONZE,True,True,True,False
MYN-CUST-00348,Simran,Patel,simran.patel.348@myntra.demo,9300000348,Mumbai,Maharashtra,WHATSAPP,SILVER,True,False,True,True
MYN-CUST-00349,Riya,Reddy,riya.reddy.349@myntra.demo,9300000349,Delhi,Delhi,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00350,Tanya,Sharma,tanya.sharma.350@myntra.demo,9300000350,Mumbai,Maharashtra,EMAIL,SILVER,True,True,False,True
MYN-CUST-00351,Riya,Jain,riya.jain.351@myntra.demo,9300000351,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00352,Karan,Verma,karan.verma.352@myntra.demo,9300000352,Chennai,Tamil Nadu,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00353,Pooja,Jain,pooja.jain.353@myntra.demo,9300000353,Bangalore,Karnataka,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00354,Neha,Malhotra,neha.malhotra.354@myntra.demo,9300000354,Bangalore,Karnataka,SMS,PLATINUM,True,True,True,False
MYN-CUST-00355,Sneha,Verma,sneha.verma.355@myntra.demo,9300000355,Hyderabad,Telangana,EMAIL,PLATINUM,True,False,False,False
MYN-CUST-00356,Ishaan,Nair,ishaan.nair.356@myntra.demo,9300000356,Hyderabad,Telangana,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00357,Nisha,Bose,nisha.bose.357@myntra.demo,9300000357,Mumbai,Maharashtra,EMAIL,GOLD,True,True,True,False
MYN-CUST-00358,Meera,Bose,meera.bose.358@myntra.demo,9300000358,Bangalore,Karnataka,EMAIL,GOLD,True,True,True,True
MYN-CUST-00359,Varun,Jain,varun.jain.359@myntra.demo,9300000359,Bangalore,Karnataka,WHATSAPP,BRONZE,False,True,True,False
MYN-CUST-00360,Aditi,Bose,aditi.bose.360@myntra.demo,9300000360,Delhi,Delhi,WHATSAPP,BRONZE,True,True,True,False
MYN-CUST-00361,Aryan,Gupta,aryan.gupta.361@myntra.demo,9300000361,Delhi,Delhi,SMS,SILVER,True,True,True,True
MYN-CUST-00362,Rahul,Singh,rahul.singh.362@myntra.demo,9300000362,Chennai,Tamil Nadu,EMAIL,SILVER,True,True,False,True
MYN-CUST-00363,Arjun,Gupta,arjun.gupta.363@myntra.demo,9300000363,Mumbai,Maharashtra,WHATSAPP,BRONZE,False,True,True,True
MYN-CUST-00364,Varun,Nair,varun.nair.364@myntra.demo,9300000364,Pune,Maharashtra,SMS,BRONZE,True,True,True,False
MYN-CUST-00365,Pooja,Singh,pooja.singh.365@myntra.demo,9300000365,Pune,Maharashtra,EMAIL,GOLD,True,True,True,True
MYN-CUST-00366,Neha,Gupta,neha.gupta.366@myntra.demo,9300000366,Delhi,Delhi,EMAIL,BRONZE,True,False,True,False
MYN-CUST-00367,Ananya,Kumar,ananya.kumar.367@myntra.demo,9300000367,Mumbai,Maharashtra,WHATSAPP,SILVER,True,True,True,True
MYN-CUST-00368,Yash,Reddy,yash.reddy.368@myntra.demo,9300000368,Ahmedabad,Gujarat,WHATSAPP,PLATINUM,True,True,True,False
MYN-CUST-00369,Arjun,Kumar,arjun.kumar.369@myntra.demo,9300000369,Ahmedabad,Gujarat,WHATSAPP,SILVER,True,True,True,False
MYN-CUST-00370,Arjun,Jain,arjun.jain.370@myntra.demo,9300000370,Delhi,Delhi,SMS,GOLD,True,True,True,True
MYN-CUST-00371,Karan,Nair,karan.nair.371@myntra.demo,9300000371,Hyderabad,Telangana,EMAIL,GOLD,True,False,True,False
MYN-CUST-00372,Dev,Singh,dev.singh.372@myntra.demo,9300000372,Mumbai,Maharashtra,EMAIL,SILVER,True,False,False,False
MYN-CUST-00373,Dev,Nair,dev.nair.373@myntra.demo,9300000373,Delhi,Delhi,WHATSAPP,BRONZE,True,False,True,True
MYN-CUST-00374,Aditi,Kapoor,aditi.kapoor.374@myntra.demo,9300000374,Mumbai,Maharashtra,RCS,GOLD,True,False,True,False
MYN-CUST-00375,Sneha,Mehta,sneha.mehta.375@myntra.demo,9300000375,Delhi,Delhi,EMAIL,SILVER,True,True,False,False
